id,loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,purpose,dti,fico_range_low
136780048,8000.0, 36 months,6.11,A,A1,2 years,RENT,55000.0,Jul-2018,credit_card,11.98,705.0
74654103,15000.0, 36 months,7.39,A,A4,,MORTGAGE,120000.0,Mar-2016,other,19.88,715.0
77447260,14500.0, 36 months,5.32,A,A1,5 years,MORTGAGE,110000.0,Apr-2016,debt_consolidation,7.66,725.0
144114882,20000.0, 60 months,8.19,A,A4,1 year,MORTGAGE,160000.0,Nov-2018,debt_consolidation,9.15,755.0
137355370,5000.0, 36 months,8.46,A,A5,4 years,RENT,41345.0,Aug-2018,credit_card,8.42,690.0
136726016,7000.0, 36 months,8.46,A,A5,10+ years,RENT,32000.0,Jul-2018,credit_card,11.07,735.0
65977141,9000.0, 36 months,7.89,A,A5,1 year,MORTGAGE,60000.0,Dec-2015,debt_consolidation,18.46,700.0
16392649,7375.0, 36 months,6.03,A,A1,2 years,RENT,73200.0,Jun-2014,credit_card,7.49,715.0
118675909,8500.0, 36 months,7.35,A,A4,2 years,RENT,55000.0,Oct-2017,credit_card,22.91,700.0
8834958,18200.0, 36 months,7.62,A,A3,10+ years,MORTGAGE,105120.0,Nov-2013,credit_card,16.97,710.0
28753634,22000.0, 36 months,6.03,A,A1,10+ years,MORTGAGE,51500.0,Oct-2014,credit_card,11.53,720.0
75211500,25000.0, 36 months,5.32,A,A1,10+ years,MORTGAGE,250000.0,Mar-2016,debt_consolidation,17.09,740.0
76203532,40000.0, 36 months,7.89,A,A5,2 years,MORTGAGE,170000.0,Apr-2016,home_improvement,27.28,795.0
109680779,3600.0, 36 months,5.32,A,A1,10+ years,OWN,64000.0,May-2017,credit_card,18.77,740.0
127372219,36000.0, 36 months,7.35,A,A4,10+ years,RENT,95000.0,Jan-2018,major_purchase,6.86,720.0
70273933,20000.0, 36 months,7.39,A,A4,,RENT,60000.0,Feb-2016,credit_card,25.62,705.0
71897523,7200.0, 36 months,7.89,A,A5,10+ years,MORTGAGE,60000.0,Feb-2016,debt_consolidation,28.18,680.0
139635089,30000.0, 36 months,6.11,A,A1,< 1 year,MORTGAGE,105000.0,Sep-2018,debt_consolidation,11.91,710.0
142244387,6500.0, 36 months,6.67,A,A2,2 years,MORTGAGE,57500.0,Oct-2018,credit_card,18.41,700.0
138600423,16000.0, 36 months,6.11,A,A1,,MORTGAGE,104916.0,Aug-2018,credit_card,9.95,670.0
105527674,4500.0, 36 months,6.99,A,A2,< 1 year,MORTGAGE,70000.0,Apr-2017,credit_card,11.43,735.0
126472442,34000.0, 36 months,5.32,A,A1,< 1 year,MORTGAGE,90000.0,Jan-2018,debt_consolidation,17.76,745.0
79532977,35000.0, 36 months,7.39,A,A4,2 years,MORTGAGE,105000.0,Jun-2016,debt_consolidation,11.12,750.0
125941317,7200.0, 36 months,6.08,A,A2,10+ years,MORTGAGE,63000.0,Dec-2017,debt_consolidation,9.22,825.0
144117745,40000.0, 60 months,8.81,A,A5,4 years,MORTGAGE,260000.0,Nov-2018,debt_consolidation,15.84,695.0
142613635,17000.0, 36 months,7.21,A,A3,< 1 year,RENT,50000.0,Oct-2018,credit_card,19.32,690.0
99975756,8000.0, 36 months,6.99,A,A2,6 years,OWN,65000.0,Mar-2017,credit_card,5.82,710.0
24005753,9000.0, 36 months,6.03,A,A1,3 years,RENT,145000.0,Aug-2014,debt_consolidation,11.98,795.0
44017730,6000.0, 36 months,6.39,A,A2,4 years,RENT,29000.0,Apr-2015,credit_card,11.88,750.0
118076835,16800.0, 36 months,7.07,A,A2,10+ years,MORTGAGE,110000.0,Sep-2017,debt_consolidation,13.06,720.0
51005884,24000.0, 36 months,5.32,A,A1,6 years,MORTGAGE,200000.0,Jun-2015,credit_card,4.84,740.0
679729,29900.0, 36 months,8.39,A,A5,8 years,MORTGAGE,75000.0,Aug-2014,debt_consolidation,18.67,695.0
123590032,25000.0, 60 months,7.35,A,A4,9 years,MORTGAGE,130000.0,Nov-2017,debt_consolidation,10.65,760.0
60516077,12000.0, 36 months,6.24,A,A2,4 years,MORTGAGE,69000.0,Sep-2015,credit_card,4.61,690.0
55350289,8000.0, 36 months,7.89,A,A5,10+ years,RENT,60000.0,Aug-2015,credit_card,16.8,685.0
123890168,5000.0, 36 months,6.08,A,A2,6 years,MORTGAGE,130000.0,Nov-2017,home_improvement,5.67,750.0
97933878,7000.0, 36 months,7.49,A,A4,10+ years,RENT,41000.0,Feb-2017,credit_card,19.29,705.0
44976125,17500.0, 36 months,6.39,A,A2,3 years,OWN,62000.0,Apr-2015,debt_consolidation,31.8,830.0
36039713,7000.0, 36 months,6.03,A,A1,10+ years,MORTGAGE,65000.0,Nov-2014,credit_card,3.24,820.0
126832974,14000.0, 36 months,7.35,A,A4,10+ years,OWN,57500.0,Jan-2018,debt_consolidation,38.7,710.0
81333101,5000.0, 36 months,7.39,A,A4,10+ years,MORTGAGE,36000.0,Jun-2016,debt_consolidation,29.17,745.0
129975574,5000.0, 36 months,6.71,A,A3,10+ years,RENT,47000.0,Mar-2018,moving,15.76,765.0
130795983,10000.0, 36 months,7.34,A,A4,9 years,RENT,40000.0,Mar-2018,debt_consolidation,26.79,740.0
72013023,25000.0, 36 months,7.89,A,A5,8 years,MORTGAGE,120000.0,Feb-2016,debt_consolidation,24.18,720.0
13078618,28000.0, 36 months,7.9,A,A4,10+ years,MORTGAGE,186000.0,Mar-2014,debt_consolidation,20.35,665.0
48716392,15000.0, 36 months,6.39,A,A2,9 years,MORTGAGE,61000.0,May-2015,home_improvement,19.5,755.0
123886493,4000.0, 36 months,6.08,A,A2,10+ years,MORTGAGE,105000.0,Nov-2017,home_improvement,16.66,710.0
3356822,24000.0, 60 months,8.9,A,A5,< 1 year,MORTGAGE,112000.0,Feb-2013,debt_consolidation,21.35,745.0
3056752,24000.0, 36 months,6.03,A,A1,3 years,MORTGAGE,109000.0,Jan-2013,credit_card,30.74,715.0
132998139,40000.0, 36 months,8.08,A,A5,8 years,MORTGAGE,107000.0,May-2018,debt_consolidation,20.21,725.0
38644322,16000.0, 36 months,8.19,A,A5,10+ years,RENT,47000.0,Jan-2015,debt_consolidation,25.59,735.0
84940218,8000.0, 36 months,8.59,A,A5,10+ years,RENT,62000.0,Aug-2016,debt_consolidation,13.36,685.0
132023882,40000.0, 36 months,6.71,A,A3,8 years,OWN,285000.0,Apr-2018,other,0.44,765.0
77268421,22550.0, 36 months,7.39,A,A4,,MORTGAGE,96000.0,Apr-2016,debt_consolidation,8.75,715.0
59230683,21000.0, 36 months,7.89,A,A5,< 1 year,OWN,135000.0,Sep-2015,credit_card,20.83,730.0
88818553,4000.0, 36 months,8.59,A,A5,3 years,MORTGAGE,30000.0,Sep-2016,debt_consolidation,12.96,715.0
142067849,6000.0, 36 months,7.21,A,A3,10+ years,RENT,75000.0,Oct-2018,debt_consolidation,10.14,695.0
126817151,25000.0, 36 months,6.72,A,A3,3 years,RENT,125000.0,Jan-2018,debt_consolidation,12.37,740.0
80738164,33600.0, 60 months,7.89,A,A5,10+ years,MORTGAGE,96000.0,Jun-2016,debt_consolidation,19.47,710.0
77486944,18000.0, 60 months,7.89,A,A5,10+ years,MORTGAGE,98000.0,Apr-2016,debt_consolidation,14.47,720.0
128085755,16000.0, 36 months,7.35,A,A4,10+ years,RENT,38000.0,Feb-2018,credit_card,6.35,765.0
68885606,18000.0, 36 months,7.49,A,A4,6 years,RENT,65000.0,Jan-2016,credit_card,22.99,685.0
8305414,8000.0, 36 months,7.62,A,A3,10+ years,MORTGAGE,60000.0,Oct-2013,debt_consolidation,21.9,745.0
97533900,6500.0, 36 months,7.49,A,A4,2 years,MORTGAGE,77000.0,Feb-2017,credit_card,10.86,700.0
143918911,40000.0, 36 months,8.19,A,A4,8 years,OWN,150000.0,Nov-2018,debt_consolidation,11.01,735.0
129591365,17600.0, 36 months,7.34,A,A4,7 years,RENT,52000.0,Mar-2018,debt_consolidation,8.52,785.0
124041904,4500.0, 36 months,6.72,A,A3,,MORTGAGE,45000.0,Nov-2017,credit_card,15.84,780.0
64201176,6400.0, 36 months,6.24,A,A2,,MORTGAGE,16320.0,Nov-2015,credit_card,15.74,695.0
96943382,16175.0, 36 months,7.49,A,A4,4 years,RENT,96500.0,Jan-2017,debt_consolidation,17.09,750.0
97366405,24000.0, 36 months,7.49,A,A4,6 years,MORTGAGE,114000.0,Feb-2017,credit_card,16.04,745.0
110663299,16000.0, 36 months,7.97,A,A5,7 years,MORTGAGE,82000.0,Jun-2017,debt_consolidation,11.84,700.0
97232984,12000.0, 36 months,6.99,A,A2,9 years,RENT,48000.0,Jan-2017,debt_consolidation,5.13,765.0
127703750,21000.0, 36 months,7.35,A,A4,3 years,RENT,130000.0,Feb-2018,moving,0.46,795.0
124083077,4000.0, 36 months,6.08,A,A2,10+ years,OWN,40000.0,Nov-2017,other,0.52,805.0
9209786,10000.0, 36 months,6.62,A,A2,10+ years,MORTGAGE,43000.0,Dec-2013,debt_consolidation,20.38,760.0
8656175,25000.0, 36 months,6.62,A,A2,2 years,MORTGAGE,125000.0,Nov-2013,home_improvement,8.18,755.0
135583845,9000.0, 36 months,5.31,A,A1,9 years,RENT,97000.0,Jun-2018,credit_card,9.87,675.0
70864863,35000.0, 36 months,7.39,A,A4,5 years,MORTGAGE,112000.0,Feb-2016,moving,17.99,740.0
134731410,6000.0, 36 months,7.46,A,A4,3 years,MORTGAGE,58000.0,Jun-2018,credit_card,12.52,690.0
57991087,6000.0, 36 months,6.24,A,A2,6 years,MORTGAGE,50000.0,Aug-2015,debt_consolidation,8.88,700.0
134413283,10000.0, 36 months,5.31,A,A1,10+ years,MORTGAGE,120000.0,Jun-2018,debt_consolidation,17.17,725.0
140743289,32000.0, 36 months,7.84,A,A4,4 years,RENT,210000.0,Sep-2018,debt_consolidation,10.1,775.0
94098552,35000.0, 36 months,5.32,A,A1,6 years,MORTGAGE,580000.0,Dec-2016,home_improvement,6.88,695.0
145056563,15000.0, 36 months,7.02,A,A2,< 1 year,OWN,58000.0,Dec-2018,debt_consolidation,11.96,695.0
116867621,12000.0, 36 months,7.97,A,A5,10+ years,MORTGAGE,72000.0,Aug-2017,debt_consolidation,25.48,700.0
89867431,20000.0, 36 months,6.99,A,A2,5 years,MORTGAGE,120000.0,Oct-2016,debt_consolidation,31.65,785.0
40979776,10000.0, 36 months,5.93,A,A1,3 years,MORTGAGE,70000.0,Feb-2015,debt_consolidation,23.82,740.0
61018980,10000.0, 36 months,5.32,A,A1,7 years,MORTGAGE,145000.0,Oct-2015,home_improvement,1.91,750.0
479215,10000.0, 36 months,7.88,A,A5,2 years,RENT,42000.0,Jan-2010,credit_card,19.77,735.0
126912132,14400.0, 36 months,6.08,A,A2,8 years,MORTGAGE,48560.0,Jan-2018,debt_consolidation,10.49,735.0
132402030,2200.0, 36 months,6.71,A,A3,3 years,RENT,35000.0,May-2018,credit_card,11.21,685.0
125718157,5000.0, 36 months,7.97,A,A5,10+ years,MORTGAGE,65000.0,Dec-2017,credit_card,5.76,700.0
16481914,20000.0, 36 months,6.49,A,A2,9 years,MORTGAGE,150000.0,May-2014,debt_consolidation,19.59,730.0
133566293,10000.0, 36 months,7.46,A,A4,3 years,RENT,42000.0,May-2018,car,12.94,780.0
48344468,3000.0, 36 months,7.89,A,A5,,RENT,25164.0,May-2015,debt_consolidation,18.55,660.0
1198440,9700.0, 36 months,7.9,A,A4,< 1 year,OWN,51000.0,Mar-2012,debt_consolidation,22.0,725.0
131516075,30000.0, 36 months,6.71,A,A3,7 years,MORTGAGE,80000.0,Apr-2018,credit_card,33.18,710.0
65717715,15000.0, 36 months,6.89,A,A3,10+ years,MORTGAGE,94000.0,Nov-2015,debt_consolidation,25.5,725.0
140289949,6400.0, 36 months,7.84,A,A4,6 years,MORTGAGE,52000.0,Sep-2018,debt_consolidation,31.66,730.0
130249971,10000.0, 36 months,5.31,A,A1,6 years,MORTGAGE,80000.0,Mar-2018,other,19.49,745.0
12465446,15000.0, 36 months,7.62,A,A3,5 years,MORTGAGE,96000.0,Feb-2014,credit_card,19.76,725.0
87574123,12600.0, 36 months,7.59,A,A3,10+ years,MORTGAGE,54000.0,Aug-2016,credit_card,29.04,750.0
126231751,15000.0, 36 months,7.35,A,A4,9 years,OWN,118000.0,Dec-2017,debt_consolidation,5.14,690.0
128022617,35000.0, 36 months,5.32,A,A1,3 years,MORTGAGE,121398.0,Feb-2018,debt_consolidation,24.45,780.0
57458454,10000.0, 36 months,7.89,A,A5,,RENT,75000.0,Aug-2015,debt_consolidation,14.85,695.0
129360649,12500.0, 36 months,7.34,A,A4,7 years,RENT,52000.0,Feb-2018,debt_consolidation,12.88,785.0
2486197,10000.0, 36 months,6.62,A,A2,10+ years,MORTGAGE,120000.0,Dec-2012,debt_consolidation,11.47,720.0
139509720,10000.0, 36 months,6.11,A,A1,1 year,RENT,38000.0,Sep-2018,credit_card,7.93,720.0
141979501,10000.0, 36 months,6.11,A,A1,5 years,MORTGAGE,98000.0,Oct-2018,credit_card,16.32,710.0
134336210,15000.0, 36 months,7.46,A,A4,< 1 year,MORTGAGE,90000.0,Jun-2018,debt_consolidation,28.79,700.0
5355634,4000.0, 36 months,7.9,A,A4,5 years,MORTGAGE,170000.0,May-2013,home_improvement,15.06,735.0
51886143,6000.0, 36 months,5.32,A,A1,2 years,MORTGAGE,140000.0,Jun-2015,car,5.4,805.0
128220697,10000.0, 60 months,7.35,A,A4,6 years,MORTGAGE,50338.0,Feb-2018,medical,1.19,815.0
42031598,9000.0, 36 months,5.93,A,A1,10+ years,MORTGAGE,56000.0,Mar-2015,credit_card,16.85,675.0
132352291,5500.0, 36 months,7.96,A,A5,2 years,RENT,53000.0,Apr-2018,debt_consolidation,14.56,660.0
140727862,32000.0, 60 months,7.84,A,A4,10+ years,MORTGAGE,90000.0,Sep-2018,debt_consolidation,23.73,730.0
70192355,15000.0, 36 months,6.49,A,A2,10+ years,MORTGAGE,50000.0,Feb-2016,debt_consolidation,5.06,700.0
63484715,10000.0, 36 months,7.26,A,A4,3 years,MORTGAGE,60000.0,Nov-2015,home_improvement,3.0,735.0
90383653,13000.0, 36 months,5.32,A,A1,3 years,MORTGAGE,100000.0,Sep-2016,credit_card,9.38,750.0
128194881,12700.0, 36 months,7.35,A,A4,3 years,MORTGAGE,138000.0,Feb-2018,credit_card,31.71,710.0
69573327,10000.0, 36 months,7.49,A,A4,4 years,RENT,110000.0,Jan-2016,debt_consolidation,15.55,760.0
64290548,25000.0, 36 months,6.89,A,A3,6 years,MORTGAGE,218000.0,Nov-2015,debt_consolidation,5.6,680.0
27562000,12000.0, 36 months,6.49,A,A2,,MORTGAGE,90000.0,Oct-2014,debt_consolidation,13.24,750.0
43390466,18500.0, 36 months,6.68,A,A3,8 years,MORTGAGE,180000.0,Apr-2015,debt_consolidation,6.49,685.0
143577331,40000.0, 36 months,8.19,A,A4,10+ years,MORTGAGE,280000.0,Dec-2018,debt_consolidation,6.45,745.0
125069348,9400.0, 36 months,6.08,A,A2,10+ years,MORTGAGE,72000.0,Dec-2017,debt_consolidation,25.67,805.0
285386,8000.0, 36 months,8.63,A,A5,10+ years,MORTGAGE,54080.0,Mar-2008,other,10.78,730.0
486412,10000.0, 36 months,7.51,A,A4,1 year,RENT,100000.0,Feb-2010,other,5.59,760.0
144353065,15000.0, 36 months,7.56,A,A3,7 years,RENT,78000.0,Dec-2018,debt_consolidation,20.89,725.0
76314654,24000.0, 36 months,5.32,A,A1,2 years,MORTGAGE,96000.0,Apr-2016,debt_consolidation,21.71,680.0
75241187,28000.0, 60 months,7.89,A,A5,10+ years,MORTGAGE,135000.0,Mar-2016,credit_card,19.46,695.0
1182417,32400.0, 36 months,8.9,A,A5,10+ years,RENT,76900.0,Mar-2012,credit_card,16.02,735.0
110684791,20000.0, 36 months,5.32,A,A1,10+ years,MORTGAGE,140000.0,Jun-2017,debt_consolidation,6.88,730.0
135108929,15500.0, 36 months,5.31,A,A1,7 years,MORTGAGE,160000.0,Jun-2018,credit_card,14.66,785.0
64201401,8000.0, 36 months,7.26,A,A4,5 years,RENT,75000.0,Nov-2015,credit_card,16.42,690.0
9856115,17000.0, 36 months,6.62,A,A2,2 years,MORTGAGE,48000.0,Dec-2013,debt_consolidation,16.25,745.0
76764589,3600.0, 36 months,5.32,A,A1,2 years,MORTGAGE,70200.0,Apr-2016,home_improvement,5.79,770.0
91211224,13000.0, 36 months,7.59,A,A3,8 years,RENT,85000.0,Oct-2016,debt_consolidation,26.82,800.0
74686653,22000.0, 36 months,5.32,A,A1,2 years,MORTGAGE,92000.0,Mar-2016,credit_card,13.29,695.0
98126546,20000.0, 36 months,6.99,A,A2,1 year,MORTGAGE,97000.0,Feb-2017,credit_card,25.18,685.0
104310792,2600.0, 36 months,6.99,A,A2,< 1 year,OWN,33280.0,May-2017,credit_card,10.21,745.0
48726311,10000.0, 36 months,5.32,A,A1,< 1 year,MORTGAGE,135000.0,May-2015,debt_consolidation,20.15,715.0
1258839,17600.0, 36 months,7.9,A,A4,2 years,RENT,51000.0,May-2012,debt_consolidation,22.68,720.0
25186884,21600.0, 36 months,7.69,A,A4,10+ years,MORTGAGE,130000.0,Aug-2014,debt_consolidation,18.01,680.0
128491305,12600.0, 36 months,7.35,A,A4,7 years,RENT,70000.0,Feb-2018,debt_consolidation,20.06,720.0
1254093,3000.0, 36 months,6.62,A,A2,1 year,OWN,105000.0,May-2012,moving,7.28,740.0
145510025,7000.0, 36 months,8.19,A,A4,4 years,MORTGAGE,55500.0,Dec-2018,debt_consolidation,17.92,720.0
61468858,21000.0, 60 months,7.89,A,A5,2 years,MORTGAGE,104000.0,Oct-2015,debt_consolidation,3.29,775.0
132055371,12000.0, 36 months,6.07,A,A2,,OWN,34000.0,Apr-2018,debt_consolidation,57.08,815.0
41141726,25000.0, 36 months,7.89,A,A5,1 year,RENT,118000.0,Feb-2015,debt_consolidation,8.6,705.0
44439306,14000.0, 36 months,6.92,A,A4,3 years,RENT,62000.0,Apr-2015,debt_consolidation,18.58,700.0
129170399,4000.0, 36 months,7.34,A,A4,2 years,RENT,60000.0,Mar-2018,major_purchase,5.31,735.0
125137752,2000.0, 36 months,7.35,A,A4,8 years,RENT,30000.0,Nov-2017,debt_consolidation,3.8,785.0
63476155,12000.0, 36 months,6.89,A,A3,10+ years,MORTGAGE,65000.0,Oct-2015,credit_card,14.53,680.0
42783393,6000.0, 36 months,6.68,A,A3,10+ years,MORTGAGE,54000.0,Mar-2015,credit_card,13.78,680.0
143638298,35000.0, 36 months,8.19,A,A4,< 1 year,MORTGAGE,52500.0,Dec-2018,debt_consolidation,29.81,725.0
78539041,20000.0, 36 months,7.39,A,A4,10+ years,MORTGAGE,150000.0,May-2016,credit_card,28.36,710.0
63435354,13000.0, 36 months,6.89,A,A3,10+ years,RENT,34000.0,Oct-2015,debt_consolidation,28.1,725.0
144677565,40000.0, 36 months,8.19,A,A4,3 years,RENT,163000.0,Dec-2018,debt_consolidation,25.12,710.0
60235795,4000.0, 36 months,7.26,A,A4,1 year,RENT,30000.0,Sep-2015,debt_consolidation,23.88,720.0
96919254,8000.0, 36 months,7.24,A,A3,7 years,RENT,52000.0,Jan-2017,credit_card,19.76,705.0
97593320,12000.0, 36 months,7.99,A,A5,10+ years,MORTGAGE,75000.0,Feb-2017,debt_consolidation,13.21,705.0
121335363,6000.0, 36 months,7.35,A,A4,2 years,RENT,36000.0,Nov-2017,debt_consolidation,16.93,725.0
56532949,14000.0, 36 months,6.24,A,A2,10+ years,RENT,50000.0,Sep-2015,debt_consolidation,7.51,745.0
144428101,10000.0, 36 months,6.46,A,A1,< 1 year,OWN,85000.0,Dec-2018,debt_consolidation,28.66,675.0
88229707,5000.0, 36 months,7.99,A,A4,10+ years,MORTGAGE,60590.0,Aug-2016,other,8.65,775.0
56028146,12000.0, 36 months,7.89,A,A5,2 years,RENT,36000.0,Jul-2015,debt_consolidation,17.67,685.0
1577542,19200.0, 36 months,7.9,A,A4,3 years,RENT,95000.0,Oct-2012,debt_consolidation,7.79,765.0
107177165,15000.0, 36 months,5.32,A,A1,2 years,MORTGAGE,88000.0,May-2017,credit_card,15.85,765.0
81547710,7500.0, 36 months,6.49,A,A2,10+ years,MORTGAGE,88000.0,Jun-2016,home_improvement,7.2,745.0
