vintage_month,months_on_book,cohort_loans,cumulative_defaults,cum_default_rate_pct
2010-05,30,2,0.0,0.0
2010-05,31,2,0.0,0.0
2010-05,32,2,0.0,0.0
2010-05,33,2,0.0,0.0
2010-05,34,2,0.0,0.0
2010-05,35,2,0.0,0.0
2010-05,36,2,0.0,0.0
2010-06,1,3,0.0,0.0
2010-06,2,3,0.0,0.0
2010-06,3,3,0.0,0.0
2010-06,4,3,0.0,0.0
2010-06,5,3,0.0,0.0
2010-06,6,3,0.0,0.0
2010-06,7,3,0.0,0.0
2010-06,8,3,0.0,0.0
2010-06,9,3,0.0,0.0
2010-06,10,3,0.0,0.0
2010-06,11,3,0.0,0.0
2010-06,12,3,0.0,0.0
2010-06,13,3,0.0,0.0
2010-06,14,3,0.0,0.0
2010-06,15,3,0.0,0.0
2010-06,16,3,0.0,0.0
2010-06,17,3,0.0,0.0
2010-06,18,3,0.0,0.0
2010-06,19,3,0.0,0.0
2010-06,20,3,0.0,0.0
2010-06,21,3,0.0,0.0
2010-06,22,3,0.0,0.0
2010-06,23,3,0.0,0.0
2010-06,24,3,0.0,0.0
2010-06,25,3,0.0,0.0
2010-06,26,3,0.0,0.0
2010-06,27,3,0.0,0.0
2010-06,28,3,0.0,0.0
2010-06,29,3,0.0,0.0
2010-06,30,3,0.0,0.0
2010-06,31,3,0.0,0.0
2010-06,32,3,0.0,0.0
2010-06,33,3,0.0,0.0
2010-06,34,3,0.0,0.0
2010-06,35,3,0.0,0.0
2010-06,36,3,0.0,0.0
2010-07,1,3,0.0,0.0
2010-07,2,3,0.0,0.0
2010-07,3,3,0.0,0.0
2010-07,4,3,0.0,0.0
2010-07,5,3,0.0,0.0
2010-07,6,3,0.0,0.0
2010-07,7,3,0.0,0.0
2010-07,8,3,0.0,0.0
2010-07,9,3,0.0,0.0
2010-07,10,3,0.0,0.0
2010-07,11,3,0.0,0.0
2010-07,12,3,0.0,0.0
2010-07,13,3,0.0,0.0
2010-07,14,3,0.0,0.0
2010-07,15,3,0.0,0.0
2010-07,16,3,0.0,0.0
2010-07,17,3,0.0,0.0
2010-07,18,3,0.0,0.0
2010-07,19,3,0.0,0.0
2010-07,20,3,0.0,0.0
2010-07,21,3,0.0,0.0
2010-07,22,3,0.0,0.0
2010-07,23,3,0.0,0.0
2010-07,24,3,0.0,0.0
2010-07,25,3,0.0,0.0
2010-07,26,3,0.0,0.0
2010-07,27,3,0.0,0.0
2010-07,28,3,0.0,0.0
2010-07,29,3,0.0,0.0
2010-07,30,3,0.0,0.0
2010-07,31,3,0.0,0.0
2010-07,32,3,0.0,0.0
2010-07,33,3,0.0,0.0
2010-07,34,3,0.0,0.0
2010-07,35,3,0.0,0.0
2010-07,36,3,0.0,0.0
2010-08,1,1,0.0,0.0
2010-08,2,1,0.0,0.0
2010-08,3,1,0.0,0.0
2010-08,4,1,0.0,0.0
2010-08,5,1,0.0,0.0
2010-08,6,1,0.0,0.0
2010-08,7,1,0.0,0.0
2010-08,8,1,0.0,0.0
2010-08,9,1,0.0,0.0
2010-08,10,1,0.0,0.0
2010-08,11,1,0.0,0.0
2010-08,12,1,0.0,0.0
2010-08,13,1,0.0,0.0
2010-08,14,1,0.0,0.0
2010-08,15,1,0.0,0.0
2010-09,1,1,0.0,0.0
2010-09,2,1,0.0,0.0
2010-09,3,1,0.0,0.0
2010-09,4,1,0.0,0.0
2010-09,5,1,0.0,0.0
2010-09,6,1,0.0,0.0
2010-09,7,1,0.0,0.0
2010-09,8,1,0.0,0.0
2010-09,9,1,0.0,0.0
2010-09,10,1,0.0,0.0
2010-09,11,1,0.0,0.0
2010-09,12,1,0.0,0.0
2010-09,13,1,0.0,0.0
2010-09,14,1,0.0,0.0
2010-09,15,1,0.0,0.0
2010-09,16,1,0.0,0.0
2010-09,17,1,0.0,0.0
2010-09,18,1,0.0,0.0
2010-09,19,1,0.0,0.0
2010-09,20,1,0.0,0.0
2010-09,21,1,1.0,100.0
2010-10,1,3,0.0,0.0
2010-10,2,3,0.0,0.0
2010-10,3,3,0.0,0.0
2010-10,4,3,0.0,0.0
2010-10,5,3,0.0,0.0
2010-10,6,3,0.0,0.0
2010-10,7,3,0.0,0.0
2010-10,8,3,0.0,0.0
2010-10,9,3,0.0,0.0
2010-10,10,3,0.0,0.0
2010-10,11,3,0.0,0.0
2010-10,12,3,0.0,0.0
2010-12,1,3,0.0,0.0
2010-12,2,3,0.0,0.0
2010-12,3,3,0.0,0.0
2010-12,4,3,0.0,0.0
2010-12,5,3,0.0,0.0
2010-12,6,3,0.0,0.0
2010-12,7,3,0.0,0.0
2010-12,8,3,0.0,0.0
2010-12,9,3,0.0,0.0
2010-12,10,3,0.0,0.0
2010-12,11,3,0.0,0.0
2010-12,12,3,0.0,0.0
2010-12,13,3,0.0,0.0
2010-12,14,3,0.0,0.0
2010-12,15,3,0.0,0.0
2010-12,16,3,0.0,0.0
2010-12,17,3,0.0,0.0
2010-12,18,3,0.0,0.0
2010-12,19,3,0.0,0.0
2010-12,20,3,0.0,0.0
2010-12,21,3,0.0,0.0
2010-12,22,3,0.0,0.0
2010-12,23,3,0.0,0.0
2010-12,24,3,0.0,0.0
2010-12,25,3,0.0,0.0
2010-12,26,3,0.0,0.0
2010-12,27,3,0.0,0.0
2010-12,28,3,0.0,0.0
2010-12,29,3,0.0,0.0
2010-12,30,3,0.0,0.0
2010-12,31,3,0.0,0.0
2010-12,32,3,0.0,0.0
2010-12,33,3,0.0,0.0
2010-12,34,3,0.0,0.0
2010-12,35,3,0.0,0.0
2010-12,36,3,0.0,0.0
2011-02,1,5,0.0,0.0
2011-02,2,5,0.0,0.0
2011-02,3,5,0.0,0.0
2011-02,4,5,0.0,0.0
2011-02,5,5,0.0,0.0
2011-02,6,5,0.0,0.0
2011-02,7,5,0.0,0.0
2011-02,8,5,0.0,0.0
2011-02,9,5,0.0,0.0
2011-02,10,5,0.0,0.0
2011-02,11,5,0.0,0.0
2011-02,12,5,0.0,0.0
2011-02,13,5,0.0,0.0
2011-02,14,5,0.0,0.0
2011-02,15,5,0.0,0.0
2011-02,16,5,0.0,0.0
2011-02,17,5,0.0,0.0
2011-02,18,5,0.0,0.0
2011-02,19,5,0.0,0.0
2011-02,20,5,0.0,0.0
2011-02,21,5,1.0,20.0
2011-02,22,5,1.0,20.0
2011-02,23,5,1.0,20.0
2011-02,24,5,1.0,20.0
2011-02,25,5,2.0,40.0
2011-02,26,5,2.0,40.0
2011-02,27,5,2.0,40.0
2011-02,28,5,2.0,40.0
2011-02,29,5,2.0,40.0
2011-02,30,5,2.0,40.0
2011-02,31,5,2.0,40.0
2011-02,32,5,2.0,40.0
2011-02,33,5,2.0,40.0
2011-02,34,5,2.0,40.0
2011-02,35,5,2.0,40.0
2011-02,36,5,2.0,40.0
2011-03,1,3,0.0,0.0
2011-03,2,3,0.0,0.0
2011-03,3,3,0.0,0.0
2011-03,4,3,0.0,0.0
2011-03,5,3,0.0,0.0
2011-03,6,3,0.0,0.0
2011-03,7,3,0.0,0.0
2011-03,8,3,0.0,0.0
2011-03,9,3,0.0,0.0
2011-03,10,3,0.0,0.0
2011-03,11,3,0.0,0.0
2011-03,12,3,0.0,0.0
2011-03,13,3,0.0,0.0
2011-03,14,3,0.0,0.0
2011-03,15,3,0.0,0.0
2011-03,16,3,0.0,0.0
2011-03,17,3,0.0,0.0
2011-03,18,3,0.0,0.0
2011-03,19,3,0.0,0.0
2011-03,20,3,0.0,0.0
2011-03,21,3,0.0,0.0
2011-03,22,3,0.0,0.0
2011-03,23,3,0.0,0.0
2011-03,24,3,0.0,0.0
2011-03,25,3,0.0,0.0
2011-03,26,3,0.0,0.0
2011-03,27,3,0.0,0.0
2011-03,28,3,0.0,0.0
2011-03,29,3,0.0,0.0
2011-03,30,3,0.0,0.0
2011-03,31,3,0.0,0.0
2011-03,32,3,0.0,0.0
2011-03,33,3,0.0,0.0
2011-03,34,3,0.0,0.0
2011-03,35,3,0.0,0.0
2011-03,36,3,0.0,0.0
2011-03,37,3,0.0,0.0
2011-03,38,3,0.0,0.0
2011-03,39,3,0.0,0.0
2011-03,40,3,0.0,0.0
2011-03,41,3,0.0,0.0
2011-03,42,3,0.0,0.0
2011-03,43,3,0.0,0.0
2011-03,44,3,0.0,0.0
2011-03,45,3,0.0,0.0
2011-03,46,3,0.0,0.0
2011-03,47,3,0.0,0.0
2011-03,48,3,0.0,0.0
2011-03,49,3,0.0,0.0
2011-03,50,3,0.0,0.0
2011-03,51,3,0.0,0.0
2011-03,52,3,0.0,0.0
2011-03,53,3,0.0,0.0
2011-03,54,3,0.0,0.0
2011-03,55,3,0.0,0.0
2011-03,56,3,0.0,0.0
2011-03,57,3,0.0,0.0
2011-03,58,3,0.0,0.0
2011-04,1,4,0.0,0.0
2011-04,2,4,0.0,0.0
2011-04,3,4,0.0,0.0
2011-04,4,4,0.0,0.0
2011-04,5,4,0.0,0.0
2011-04,6,4,0.0,0.0
2011-04,7,4,0.0,0.0
2011-04,8,4,0.0,0.0
2011-04,9,4,0.0,0.0
2011-04,10,4,0.0,0.0
2011-04,11,4,0.0,0.0
2011-04,12,4,0.0,0.0
2011-04,13,4,0.0,0.0
2011-04,14,4,0.0,0.0
2011-04,15,4,0.0,0.0
2011-04,16,4,0.0,0.0
2011-04,17,4,0.0,0.0
2011-04,18,4,0.0,0.0
2011-04,19,4,0.0,0.0
2011-04,20,4,0.0,0.0
2011-04,21,4,0.0,0.0
2011-04,22,4,0.0,0.0
2011-04,23,4,0.0,0.0
2011-04,24,4,0.0,0.0
2011-04,25,4,0.0,0.0
2011-04,26,4,0.0,0.0
2011-04,27,4,0.0,0.0
2011-04,28,4,0.0,0.0
2011-04,29,4,0.0,0.0
2011-04,30,4,0.0,0.0
2011-05,1,3,0.0,0.0
2011-05,2,3,0.0,0.0
2011-05,3,3,0.0,0.0
2011-05,4,3,0.0,0.0
2011-05,5,3,0.0,0.0
2011-05,6,3,0.0,0.0
2011-05,7,3,0.0,0.0
2011-05,8,3,0.0,0.0
2011-05,9,3,0.0,0.0
2011-05,10,3,0.0,0.0
2011-05,11,3,0.0,0.0
2011-05,12,3,0.0,0.0
2011-05,13,3,0.0,0.0
2011-05,14,3,0.0,0.0
2011-05,15,3,0.0,0.0
2011-05,16,3,0.0,0.0
2011-05,17,3,0.0,0.0
2011-05,18,3,0.0,0.0
2011-05,19,3,0.0,0.0
2011-05,20,3,0.0,0.0
2011-05,21,3,0.0,0.0
2011-05,22,3,0.0,0.0
2011-05,23,3,0.0,0.0
2011-05,24,3,0.0,0.0
2011-05,25,3,0.0,0.0
2011-05,26,3,0.0,0.0
2011-05,27,3,0.0,0.0
2011-05,28,3,0.0,0.0
2011-05,29,3,0.0,0.0
2011-05,30,3,0.0,0.0
2011-05,31,3,0.0,0.0
2011-05,32,3,0.0,0.0
2011-05,33,3,0.0,0.0
2011-05,34,3,0.0,0.0
2011-05,35,3,0.0,0.0
2011-05,36,3,0.0,0.0
2011-05,37,3,0.0,0.0
2011-05,38,3,0.0,0.0
2011-05,39,3,0.0,0.0
2011-05,40,3,0.0,0.0
2011-05,41,3,0.0,0.0
2011-05,42,3,0.0,0.0
2011-05,43,3,0.0,0.0
2011-05,44,3,1.0,33.33
2011-05,45,3,1.0,33.33
2011-05,46,3,1.0,33.33
2011-05,47,3,1.0,33.33
2011-05,48,3,1.0,33.33
2011-05,49,3,1.0,33.33
2011-05,50,3,1.0,33.33
2011-05,51,3,1.0,33.33
2011-05,52,3,1.0,33.33
2011-05,53,3,1.0,33.33
2011-05,54,3,1.0,33.33
2011-05,55,3,1.0,33.33
2011-05,56,3,1.0,33.33
2011-05,57,3,1.0,33.33
2011-05,58,3,1.0,33.33
2011-05,59,3,1.0,33.33
2011-05,60,3,1.0,33.33
2011-06,1,7,0.0,0.0
2011-06,2,7,0.0,0.0
2011-06,3,7,0.0,0.0
2011-06,4,7,0.0,0.0
2011-06,5,7,0.0,0.0
2011-06,6,7,0.0,0.0
2011-06,7,7,0.0,0.0
2011-06,8,7,0.0,0.0
2011-06,9,7,0.0,0.0
2011-06,10,7,0.0,0.0
2011-06,11,7,0.0,0.0
2011-06,12,7,0.0,0.0
2011-06,13,7,0.0,0.0
2011-06,14,7,0.0,0.0
2011-06,15,7,0.0,0.0
2011-06,16,7,1.0,14.29
2011-06,17,7,1.0,14.29
2011-06,18,7,1.0,14.29
2011-06,19,7,1.0,14.29
2011-06,20,7,1.0,14.29
2011-06,21,7,1.0,14.29
2011-06,22,7,1.0,14.29
2011-06,23,7,1.0,14.29
2011-06,24,7,1.0,14.29
2011-06,25,7,1.0,14.29
2011-06,26,7,1.0,14.29
2011-06,27,7,1.0,14.29
2011-06,28,7,1.0,14.29
2011-06,29,7,1.0,14.29
2011-06,30,7,1.0,14.29
